Date, ALMANYA, ARNAVUTLUK, AVUSTURYA, BELCIKA, BOSNAHERSEK, BULGARISTAN, CEKCUMHURIYETI, DANIMARKA, ESTONYA, FINLANDIYA, FRANSA, GKIBRIS, HIRVATISTAN, HOLLANDA, INGILTERE, IRLANDA, ISPANYA, ISVEC, ISVICRE, ITALYA, IZLANDA, KARADAG, KOSOVA, LETONYA, LITVANYA, LUKSEMBURG, MACARISTAN, MAKEDONYA, MALTA, NORVEC, POLONYA, PORTEKIZ, ROMANYA, SIRBISTAN, SLOVAKYA, SLOVENYA, YUNANISTAN, DAVRUPA, AVRUPATOP, AZERBAYCAN, BELARUS, ERMENISTAN, GURCISTAN, KAZAKISTAN, KIRGIZISTAN, MOLDOVACUM, OZBEKISTAN, RUSYA, TACIKISTAN, TURKMENISTAN, UKRAYNA, BDTTOPLAM, ABD, ARJANTIN, BREZILYA, KANADA, KOLOMBIYA, MEKSIKA, SILI, VENEZUELLA, DAMERIKA, AMERIKATOP, CEZAYIR, FAS, GAFRIKA, LIBYA, MISIR, SUDAN, TUNUS, DAFRIKA, AFRIKATOP, BAE, BAHREYN, BANGLADES, CIN, ENDONEZYA, FILIPINLER, GKORE, HINDISTAN, IRAK, IRAN, ISRAIL, JAPONYA, KKTC, KATAR, KUVEYT, LUBNAN, MALEZYA, PAKISTAN, SINGAPUR, SURIYE, SUUDARABISTAN, TAYLAND, URDUN, YEMEN, DASYA, ASYATOP, AVUSTRALYA, YENIZELLANDA, OKYANUSYA, MILLIYESIZ, GTOPLAM
01-04-2019,32772800,953100,2083600,4353500,1097400,26190000,448500,2031400,768900,1034800,6409600,102700,596900,6931100,15954700,552400,2314100,2377200,2364800,3031200,63000,250600,931300,1948500,409100,95800,626400,2345500,75000,1259600,2173400,445900,3743900,1691700,326300,435100,7284400,17300,136491500,5164300,561100,357500,14119600,1646900,767400,835300,1669200,23248800,285200,1697700,5630000,55983000,4274500,598700,654600,1012600,567500,527500,111100,76900,522800,8346200,2987200,2304200,541100,1813000,1450900,121700,1620200,1371800,12210100,768700,679700,183700,3716200,1800600,1309400,1633600,2293500,8417500,15858500,6127300,731000,1863600,1296400,2482100,3084300,1632800,1128200,269800,1994600,3987800,912300,3495200,302900,3905100,69874800,783600,167300,4800,647100,284508400
01-05-2019,36635100,927000,2025700,3385500,913600,23700000,1213700,2608500,1229400,1955600,5989900,93000,457000,13918500,25836500,953800,2314200,3769000,2309800,2855200,34000,301700,1118400,1592000,1342800,82600,724300,4311600,62300,1606800,10055100,506000,6291400,2029400,514100,505500,7396800,22800,171588600,5901500,2539300,544200,16245500,2903100,988700,1629700,2134200,85651100,291400,1864900,18201700,138895300,4514800,868700,976800,1112500,743300,578800,232700,75100,687800,9790500,1492600,952600,500000,1358000,1007000,76200,893700,1355300,7635400,54200,245200,133200,4305700,601700,1190700,1927100,2542700,6968100,12923700,2984400,1027100,1994900,257100,817000,1908200,820000,753900,265700,3913600,1971800,759700,1720300,235600,3387800,53709400,917300,171400,9500,506600,383224000
01-06-2019,51245500,1193000,2890700,4089400,1561300,27330400,5017100,3261200,807100,1696300,6184400,104200,472400,9691500,34700300,1269200,1983200,5877600,2617600,2868800,41000,215900,1900100,1985500,1131200,145900,1749700,3200400,57300,2180700,12375700,494800,10612900,2645900,2749200,423700,6973300,55800,213800200,7601900,4147100,466200,17765800,6835400,1141500,3147500,2220000,102120100,379100,1970500,23124500,170919600,6224100,700600,978800,1257300,797500,578600,221600,95900,724900,11579300,1561700,1424200,986100,1734600,1449200,133500,1013900,1372200,9675400,163600,440600,200000,4399700,954900,1146700,1806800,2603400,10846600,17889800,4535200,939300,1844700,577500,2503500,2947100,653500,1466500,328200,2317500,5483200,501900,5310400,260000,3912700,74033300,1202200,250000,11300,717400,482188700
01-07-2019,59104700,1526400,5169000,9594600,2218400,21494100,7339600,7230900,820200,1579100,8002400,146100,399700,10760800,37203700,1466600,2519500,7437200,4087100,3654500,48500,237700,1933700,2445500,896500,95100,2902000,2186000,74200,4662300,15579600,588900,11786200,4450300,5757500,617200,6924600,39500,252979900,11948600,4902500,784500,19411000,8656700,1016500,3165200,2813400,105538700,438500,2793500,23644200,185113300,7734500,539400,1044900,1710200,618600,587300,195700,111500,818600,13360700,3043400,2347800,1079400,2152000,1718200,202300,1627800,1615600,13786500,313400,1038400,163200,4196700,564500,1298300,1915900,1947600,16376800,20839000,6469800,816300,2882700,1437800,5424700,5542200,300600,1724200,162500,3433800,12156300,339000,7477600,408300,6120800,103350400,1773700,313700,11000,1091200,571780400
01-08-2019,90372000,2055600,11431100,14233700,2282900,23124600,6559700,5850700,783200,1477300,24407000,244100,556700,27285700,44896900,1560600,3787500,7961800,4529400,6685900,38300,226400,1948700,2715700,973700,195400,2968500,1907700,123600,3531900,16009500,851400,12502000,4712500,5324100,517300,8795800,49700,343478600,15557600,4693800,992100,21021500,8672400,1005800,3085200,3265100,107804500,431300,3084200,22875900,192489400,7683100,573800,871100,2135600,508500,431000,162600,127700,878500,13371900,3885000,3444000,671700,2361600,2028800,251600,1862900,1737900,16243500,878700,1413300,168300,4698300,471700,1553900,1916700,1798300,22872100,26739400,9615200,1046200,3335700,2754100,9599600,7344000,381000,1512000,172000,3536700,14982100,313700,9265500,570200,5916500,132855200,1624300,267400,25100,1470300,701825700
01-09-2019,70231800,1614100,5275700,7013500,1759400,29459400,5860100,3995900,1010000,1823600,9876100,110300,491900,12938400,40290200,1317700,2809200,5381800,3236400,4347400,33400,230000,1982700,2540800,1274000,239500,2457500,2800400,84100,1997300,14821800,709900,11894900,3682000,3894800,457500,7810800,28300,265782600,9270400,4219700,735700,23472600,4997200,1157300,2632700,2768600,105729600,442000,2388600,22132500,179946900,6347100,862600,1217500,1665300,771700,1012700,276600,142700,1006800,13303000,3617200,2456000,984000,2712900,1632500,145100,1578400,1739200,14865300,186100,711600,158800,3845800,636800,1253100,1819200,1994700,17878100,26899800,5600100,1062600,2625000,442000,4101600,4661900,724800,1330900,253900,2680400,4220900,341500,5098900,358800,4112000,92999300,1823000,289000,9500,1189200,570207800
01-10-2019,76374100,1054900,2733000,3742100,1359300,27147100,2720600,4348200,1587400,2070800,6973300,129700,705300,14272100,29410200,1137400,2440900,4252200,6481300,3442900,46900,275400,1524700,2231000,1705900,74800,1401600,4178800,74800,2418600,9384100,534200,4995400,2228300,962500,559400,8833500,38000,233850700,6410600,2479000,719000,17992700,2926000,1348500,1505200,2376800,98058900,378300,2331000,17297500,153823500,5722000,695800,1152100,1443700,1002900,966100,195800,146100,830300,12154800,2720900,1890500,838600,2892200,1445500,141100,1364200,1623500,12916500,132700,344700,163000,4929700,1032000,1179900,2288200,2334300,11071600,18828100,6216900,968000,2106700,464900,1790300,2664800,987900,1330300,352000,1885500,1980600,1019700,3687900,281900,4402800,72444400,1465300,247500,11100,911700,487825500
01-11-2019,25595800,865400,1896100,3181300,751400,22464600,666200,933300,206100,590000,5188700,81400,518600,3987100,9330100,467100,1900000,2245400,1388200,2610300,24300,248700,874500,1304000,251300,66000,665000,1035000,66000,830500,2506100,337400,3585900,1643400,353000,464700,6426300,11900,105561100,6311900,716800,656400,16523600,2006700,1245800,824100,2213200,28815600,341400,1996200,5451200,67102900,3457600,302400,691400,964000,656800,766600,108500,101900,570200,7619400,2029900,1766500,341000,2055500,1206700,147300,1462600,1714100,10723600,116500,612600,153400,2878200,1248000,1278100,1692500,2102900,8326200,15050200,3679600,884600,1827400,476600,1952100,1781300,1194100,1121800,339900,1803000,2053300,514600,2477700,270300,3952500,57787400,755100,95500,8100,516400,250169500
01-12-2019,15038900,951800,1386500,1676200,473800,21093900,270100,623500,106900,359100,3564400,76000,312500,3142000,5334100,243000,1755000,1177200,983700,2027200,11300,178000,746200,1251100,150900,28600,277600,216300,56500,460900,1143700,264200,2531100,1104200,211800,235200,6135200,10500,75609100,5901500,395600,532200,16892100,1647200,885800,872200,2069200,11192600,365100,2270900,3883100,46907500,3666700,114400,574800,748200,492200,498000,46400,111300,417700,6669700,1604800,1402200,431300,1750000,1254400,133200,1585100,1726100,9887100,312700,890100,141800,2343100,1227900,1042700,1488200,1769700,8043000,12878900,3551300,678300,1708800,835900,1623400,1537800,2072700,1091200,756200,1721700,1797500,420800,2028200,258300,3111200,53331400,543700,90100,4200,486200,193529000
01-01-2020,18088100,812500,2259800,1839600,646800,18227000,247700,655800,110200,334600,4071300,84700,378300,3398000,4405100,276600,1561000,1475800,1196300,2439800,10900,255500,814200,1642900,153200,32300,358600,260000,72100,490500,1263400,273600,3262100,1398400,179900,182100,5235400,14900,78409000,6313600,396400,320000,13049000,1895200,935400,709800,1410600,15494100,323900,1691600,4255000,46794600,3400800,244600,789800,768000,466300,424000,63800,104200,399700,6661200,1707800,1775000,513400,2092800,1431100,153300,1533500,1442400,10649300,406200,1122200,130700,2430600,1710200,1129700,1805800,1478300,9971100,13089600,4407600,696500,1398700,1153900,3773700,1578900,621700,1132900,206500,2257700,5392700,403800,2723800,406700,3101000,62530500,626500,87200,18400,780300,206557000
01-02-2020,14153600,590300,1667000,1664300,514800,15111400,309700,1095200,109700,299700,4063600,59900,319100,3343900,4773000,280800,1278700,1204500,1239200,1701400,13300,174100,726800,1137000,166000,36800,295700,267000,59400,501400,1348600,308700,2566200,1323300,189000,274700,3897400,8900,67074100,4751400,398000,317100,13178000,1720700,790500,708200,1680500,10128400,374100,1550500,3800900,39398300,2277900,250900,477900,651000,215600,339800,140100,58600,381000,4792800,1540600,1419500,275500,1602700,1130700,112800,1333900,1481400,8897100,89400,515700,105200,896200,1166900,851800,1548600,1292400,8727200,10719100,2398700,716100,2342600,577800,2145000,1415000,636800,928900,147500,1546200,1548200,275000,1817600,275800,2671100,45354800,381900,54300,9700,457800,166420800
01-03-2020,11064900,387800,798800,1174300,524900,8104900,212000,519300,105200,243500,2445300,33500,245400,2183200,3745900,177500,767300,641100,710100,359700,6500,117700,460400,831800,115900,13900,216700,180700,31300,405500,702100,143100,1680100,922100,114600,128500,1458200,6000,41979700,2235200,309000,125400,6579200,988800,486500,511900,1063400,9433300,226100,435000,2643900,25037700,1583300,143100,283700,425200,151000,337300,66200,42500,199900,3232200,1520400,768800,191400,1101100,570400,80300,942700,970800,6145900,43500,107500,46800,211800,378900,414100,159800,569700,1697200,945200,918900,373400,920800,249000,695100,739400,442800,537100,125300,795100,617300,110700,954200,126500,1440400,13620500,266600,31300,4900,287900,90606700
01-04-2020,288800,53400,47100,21300,58700,656200,3500,11600,400,7400,50800,300,7300,44700,42300,900,7900,27000,13500,12800,500,4000,13200,31000,600,100,2200,6500,0,19300,14800,2300,145000,168500,5200,600,59800,0,1829500,143500,35800,12000,441900,52900,59500,57200,25600,141300,4700,19300,190400,1184100,30400,300,2500,31700,1100,1100,200,200,1500,69000,174400,2800,300,4300,8200,400,17300,17200,224900,600,11000,2200,5700,2600,36600,34700,20200,272100,723400,9500,2500,51000,7100,167800,31300,35600,20600,400,28000,25000,5700,8700,1100,234400,1737800,4300,400,200,12800,5063000
01-05-2020,174000,57200,11500,12600,47700,855400,4300,4200,100,1900,17700,0,9200,24400,38700,900,4700,6600,2900,5500,0,12200,11100,149400,2800,100,9600,6500,400,1900,36900,600,197800,197900,4500,300,59700,100,1971300,162500,29500,22400,363300,35500,35000,153500,90400,151200,24300,1900,276000,1345500,23800,1000,12600,4000,4200,200,600,500,5400,52300,700,1300,6500,538700,25400,6400,16100,7800,602900,0,100,0,4600,2800,17500,11200,20200,166400,506500,4700,200,6700,300,100,36300,1200,29000,1100,28500,46800,20800,100000,800,161300,1167100,11800,800,100,7000,5158800
01-06-2020,1683700,95000,196100,199400,118100,2010900,21800,53100,3000,9900,251500,1500,23400,430100,227900,8700,22100,72800,114800,44700,600,36700,68600,227000,11200,1600,30000,17200,800,21600,85300,11700,381100,453700,11800,5900,343700,1300,7298300,236000,79300,7700,636400,310600,41800,282200,178900,308300,6300,4100,584900,2676500,145100,1000,6400,21600,5200,3200,2200,300,8800,193800,65500,187700,2100,291400,60200,14500,15300,85500,722200,0,200,600,6400,41400,88900,37700,61800,310000,747200,13300,7100,50700,5400,1000,30600,10600,37500,2500,71000,8900,700,92400,2500,309300,1937700,21800,3600,200,32000,12886100
01-07-2020,9496000,368000,675700,934300,533500,4252500,64700,358800,11600,69200,1402200,9200,75800,1648200,2715700,123100,177400,593000,985700,290000,3600,54400,387400,483200,41400,10400,84000,48400,7200,153300,253300,44300,1201500,722200,37200,24900,1238100,5400,29584800,1034300,1094600,29700,1043000,512300,208300,870900,259200,805100,55300,33400,10002600,15948700,471800,5000,42600,147000,18400,12800,5100,5400,47500,755600,22800,500900,20700,218800,138900,43300,139700,249200,1334300,800,5000,17400,57700,111300,425300,55800,260500,827300,1511700,153200,32000,226400,52000,9100,304400,31300,117000,7200,269700,6900,20500,121500,21100,609400,5254500,29100,7300,300,84400,52999000
01-08-2020,22860100,617700,2685600,3945600,1077400,7284500,137500,536500,35200,158300,7941800,20400,126400,7501000,22171100,496100,389500,1718900,2336000,658700,4200,94600,956000,1379700,93000,40500,163400,133100,36000,318300,2085300,118000,3610000,1909900,77000,42200,577400,19700,94356600,2009400,2494300,40000,1256700,368100,305700,2246500,382300,29431300,46900,77200,24831900,63490300,1263000,15100,83600,262100,28500,22900,10200,9400,103900,1798700,213500,419800,61000,574300,393500,61900,242500,489000,2455500,8200,16200,23000,124200,89300,485600,66900,234700,1317200,1449600,997500,33300,383000,589900,561600,536100,41300,282100,8200,558400,35000,16800,294300,60600,582800,8795800,62100,23900,1400,253700,171238000
01-09-2020,16616400,536800,1465500,1287200,1047200,23209400,158200,383700,41600,122400,3613200,15900,147800,2950600,27194200,534100,444900,1112600,1508700,693200,5500,110200,1097400,2041400,134600,46900,220100,193700,34400,199900,4048300,137700,6643300,2726500,78900,42900,367400,7700,101220400,2305100,2725200,62800,1243300,2664100,603400,2391500,958400,60186400,44500,121800,25015700,98322200,1653600,15700,131400,381900,42800,31500,11600,15000,137000,2420500,79400,415700,70700,1075200,545000,97600,332900,765600,3382100,13000,15900,42600,162100,92800,445300,73000,208800,3064300,1838800,985900,37200,165600,382800,1638700,906600,56600,571800,11400,684500,68800,27100,636700,71900,782700,12984900,101100,40600,1400,295100,218768300
01-10-2020,14568200,618400,871500,946700,983300,22799800,147800,516400,48800,132900,3721500,12600,193000,2698400,13545500,466800,482400,1191600,3880600,734500,4900,127900,1366600,2198100,118900,18700,157100,185600,33900,246900,3571200,155100,4220400,1942000,71200,64600,439400,9600,83492800,1914200,2097800,47600,1423300,2395200,606600,1614400,1539600,59091400,147000,86100,20158000,91121200,1697300,16400,180600,339600,52000,38200,12400,15900,153400,2505800,96000,460100,94100,1417000,889100,106500,309500,850200,4222500,19000,29400,59200,161900,137700,445800,50800,231900,5213600,2766400,1853300,39800,170900,309100,1835700,1136800,43700,717600,11500,851400,69400,35200,947900,107800,1011300,18257100,95600,28600,1500,330600,200055700
01-11-2020,4983700,551700,668600,1214200,435000,14348000,169000,272200,29400,130200,2125300,9500,145700,1896700,2191400,164200,346300,940200,801900,456500,3600,115000,759300,991900,62600,24500,96300,88200,34200,149900,722400,92100,2357300,1014000,60100,36400,260800,3400,38751700,1861800,641800,27700,1215100,1280600,530800,636100,1331400,19846300,186200,65000,4686900,32309700,1409600,23100,195400,299300,72300,41900,11100,34000,142500,2229200,59600,438500,94100,1387900,905900,129600,384200,984600,4384400,24200,60900,52800,111000,188300,353400,51500,200900,5125600,2810500,1546600,68300,145400,331700,1427600,1282100,44700,881900,13600,830500,52900,40000,1180300,85500,1068700,17978900,62200,13600,1100,309400,96040200
01-12-2020,3857700,446800,608000,1010600,305900,9985700,105800,214100,18200,104700,1969900,8400,91100,1700100,1881100,102600,352200,601500,505700,421000,2900,106800,527700,700000,50600,9400,86600,57700,25500,138400,554400,92400,1547600,629300,46200,38500,243200,3300,29151600,1871700,269900,45200,1317400,944000,473200,820900,1296600,7420200,177200,54900,2966000,17657200,1223000,25000,161100,287200,83200,80300,12600,57400,122900,2052700,76000,445700,87200,1275100,636800,95000,619500,1060800,4296100,32600,47200,41600,244900,362500,289400,57600,218600,4587100,3393300,649500,46600,95900,172800,409600,835200,33600,548500,16700,780600,32800,34200,802500,90600,838800,14662700,64900,12200,800,242600,68140800
01-01-2021,3921100,313500,660800,805900,269200,3249200,88900,90800,12500,83300,2334700,5600,85800,1264300,570600,102200,268100,580200,451200,402600,2600,73700,390800,494500,37400,11300,75100,53600,26200,115500,324400,56700,870100,516000,58400,29500,206500,3600,18906400,1436600,240000,25500,822700,780900,429500,528700,973800,11023700,177900,51000,3188900,19679200,1142100,27200,167200,238300,91300,97600,6800,52900,100200,1923600,90600,408300,34800,1028300,516500,91100,563500,846000,3579100,51800,33000,36300,216200,244500,211400,84700,208100,3303000,3731100,451300,25700,44100,124500,380600,506300,20400,498600,8900,847100,39100,27400,682400,106900,756000,12639400,43000,9400,1600,263000,57044700
01-02-2021,2980600,318300,446200,410200,238500,3331000,80400,56600,13800,54100,1019800,5500,98500,1042600,425600,87400,223100,347900,420800,438600,1300,104900,432200,566500,43800,12600,85500,60600,25900,92700,234100,48500,1295600,610500,43800,64300,202900,2200,15967400,1667800,236100,46000,975800,844600,493000,471000,1208200,7638200,244500,59500,2870600,16755300,827500,23500,67700,174200,60700,59800,8400,45800,94900,1362500,102400,311500,19400,952700,475700,94900,179100,924300,3060000,32100,54500,30700,145700,177700,226000,48000,174700,3340400,4064800,103000,26500,40000,48600,324100,550200,15800,543600,6900,620400,19100,16400,610700,62700,764100,12046700,40300,7500,400,193600,49433700
01-03-2021,4672900,435800,566700,516400,580100,4761600,125700,67900,23300,74100,1254100,8500,126600,1387600,678500,101800,310100,501400,490200,508500,2500,130400,623500,803700,49500,9800,99400,79900,35400,139400,379400,61200,1722600,792100,66500,51500,272400,4500,22515500,2222200,382500,49900,1265700,1131300,589300,528000,1432800,18224500,260900,66100,4745300,30898500,1173500,28000,54000,153300,94000,104900,11900,56200,144300,1820100,62700,179200,22000,1372700,551800,112800,848900,1174500,4324600,95200,53200,43200,247000,296900,230600,47800,248500,4204300,5641500,350100,32400,66900,189900,151400,754700,26500,841500,8700,751500,22300,18300,839500,71000,1029100,16262000,50300,10800,1900,260600,76144300
01-04-2021,7419000,421300,787100,878800,381200,5705300,157100,129700,197300,101400,1578200,7700,125200,1574800,1310400,118300,467900,631600,911300,550000,3400,133800,649400,685500,70500,45500,99200,311300,47100,108500,562000,93300,1570900,795300,54200,57200,344100,8400,29093200,2035400,471600,63200,1467300,1278900,599200,608500,1671300,20484500,220200,86700,5695100,34681900,1413000,46800,57300,205200,111500,127700,17400,50600,157600,2187100,80500,188700,31100,1261900,608700,105200,813700,1333500,4423300,297300,57100,31300,155900,361100,286200,55500,285400,4452300,5695400,1331200,40600,117300,318900,260200,978200,29300,949300,12100,805600,38800,28900,974700,94900,1117700,18775200,67300,12800,1100,292300,89534200
01-05-2021,6029500,407600,617200,725800,432700,5757300,147900,194200,391800,110000,1598100,8500,105300,1744500,1016800,53000,362100,531400,263000,453800,2800,132800,604100,657200,314400,124500,110400,772200,32300,83500,2795500,138600,1603200,788600,72900,69400,364700,3300,29620900,1798900,1161300,44700,1178500,911900,498200,826200,925000,2068400,163100,79200,19095600,28751000,1440000,40800,71900,219800,113000,127900,9100,52200,123100,2197800,61700,185600,24900,776800,363200,90600,169400,934400,2606600,42200,31200,25800,190300,220000,339500,49800,175800,2948000,3976700,237700,34600,82900,160400,226000,759800,19500,325400,12800,712100,31800,33100,755100,67200,802800,12260500,61500,9700,1300,242500,75751800
01-06-2021,13712400,823300,1064700,1108900,1239500,11812500,592300,352500,466000,232200,2313500,13800,202500,2310600,567900,85500,520500,1075900,771200,654200,4000,166600,1541100,1746700,514800,46300,523800,1074700,44800,178700,6161200,201800,5741600,2009100,187400,107300,739500,5300,60914600,2807700,3334600,69400,2640700,2639500,859100,2674600,1889800,4206000,291200,125800,32792600,54331000,2975000,38400,82500,343800,183100,189400,13300,68900,218000,4112400,179000,688100,38400,1537000,697700,141500,713300,1456800,5451800,151900,164600,38500,230100,312000,442400,87000,254600,5460400,6693600,1435600,46700,258600,537000,838800,1220800,23100,282200,13600,1041900,83300,33400,2689000,106900,1402500,23848500,63600,15100,1700,456800,149195500
01-07-2021,40401800,1139500,3079800,4046600,2002900,15619400,1740500,2293400,627300,429800,4641000,22700,241900,4218600,1492500,232400,817400,3088000,2960900,1026600,11900,178000,1958400,2329100,554700,73100,1630100,1760100,65600,592000,11142500,223600,8940500,4214900,711600,241400,1392900,24800,126168200,5437400,4236400,101600,2571100,6704900,900000,3890000,2747000,70365900,340200,150200,35870900,133315600,5258400,37100,132800,721600,240700,333300,16500,83500,460500,7284400,256700,1511900,75900,1718400,1267900,242300,1087200,1681100,7841400,593500,821000,102800,267500,325300,644600,135200,427900,8916500,10119000,5956100,64000,553700,1999100,3263600,2121900,45700,468300,22500,1425800,190800,41500,6351300,200800,2532400,47590800,123400,29600,2300,799800,323155500
01-08-2021,81173400,1559000,9955200,11891300,2838500,14719300,2076900,2491700,651000,414700,22395900,42400,393900,21950400,3391400,594900,1502800,4539100,4553400,1718700,14700,210900,2105800,2925300,616200,154400,2215400,1606700,84500,984500,13168000,390900,10151700,4812900,1119900,248000,1793300,44600,231501600,7298400,4324100,134200,3594400,7263400,1101200,3700800,3440800,89862000,380400,257900,33581300,154938900,6667300,54500,173400,1258800,233200,366800,39900,113500,554600,9462000,475600,1370700,74500,1936500,1319800,269100,1667300,2025700,9139200,1106800,1110600,44600,345900,370300,1040100,169000,479300,10287300,10868400,1402400,76700,1160000,2599300,5438600,2450400,38500,550800,21200,2151100,211500,51900,6053400,264000,3320400,51612500,138300,31400,4400,998200,457826500
01-09-2021,52229000,1047100,4325100,4838700,1934300,16042500,1972700,1231700,712100,355300,8807700,30800,361400,9114200,2269400,611200,1250000,2080100,2441300,1420700,11400,212300,2069100,2346500,761600,186200,1213600,1839000,116500,588000,12042800,349900,7474500,3328100,800300,233700,1959800,18100,148626700,5468300,3632400,122100,3090100,5046100,1101000,2869200,3176800,93511700,433700,279900,30437800,149169100,4523900,66400,172800,1166200,323700,417800,60300,125700,504700,7361500,491100,1366500,63300,2185100,1503300,248600,1220400,2087600,9165900,290400,978400,54000,331200,368800,736700,97400,440000,13092200,13813500,298800,76500,1111200,535900,5545700,2525900,44500,699800,25200,1515100,79500,57300,4114600,183300,2544700,49560600,127600,28000,2500,771200,364813100
